dataset_id,split,view,source_image,source_annotation,canonical_conditions,canonical_labels,canonical_annotation_count,hash_sha256,notes
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0083.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0083.txt,CR-01+CR-02,helmet|person|vest,8,1995af5eeb88cc83b2e4ffbf547b33852bebe7ea5829d7041c56a1396989856d,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0970.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0970.txt,CR-01,helmet|person,10,6bd4d9c9f438662d2874a9cd085b3f5d7a08ac06a420e5034be1de4fd15d07c7,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0317.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0317.txt,CR-01,helmet|person,2,1783246439de86dc869042d92f2315a3a4b2935d7962321e7fca1aeae0a7afe4,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0741.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0741.txt,CR-01,helmet|person,3,3261549f9a40f31dbae82a5c76db636faa5ed9d46dd3bd32c037570caf698e3a,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0270.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0270.txt,CR-01+CR-02,helmet|person|vest,6,c0a42847ebf398b030b5b289902d57f1e1bf319138eaa0e9085af0eafb206349,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0837.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0837.txt,CR-01+CR-02,helmet|person|vest,34,69653354ef77733184f89f262850555f2ba0386e7cc953a35291c0a0c8d6800c,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0633.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0633.txt,CR-01+CR-02,helmet|person|vest,7,7dde7d9edafc86c9d4caa8e03667c8a2dee6a396e68c78bab1913bf87617cd86,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0141.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0141.txt,CR-01,helmet|person,2,1073b029e196be306f89f6b9bffa0a4e101167a464f286a3773f8dfb126cf288,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0762.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0762.txt,CR-01,helmet|person,4,cee83c474f795f7f4eae5122ce7cb3e2155166effd4ab10764224c7378b4016a,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0533.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0533.txt,CR-01,helmet|person,8,18a656ac80206f7a96962835efc074f75017331f10b503debe8fee4cb60fce8b,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1289.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1289.txt,CR-01+CR-02,helmet|person|vest,3,e1838896c98b0fb8a89ab9fb547e1d2efaf9d012f58148e2968b15357690fad6,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0824.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0824.txt,CR-01+CR-02,helmet|person|vest,3,2ce849f76aa3b0f9a5f3bb8def39f186bb436c5ef6ffa5c7871dbbfa87b53da7,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0345.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0345.txt,none,person,3,6b4b2061a52e02c18e4105d5f403e726a3ef42ba3d1f6fb2941f5f74bb8e5bd0,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0817.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0817.txt,CR-01+CR-02,helmet|person|vest,6,b76a7bef0e5d3d94fbd37820c3e5b672f8ea84e34e00eddcb80a39f2667d6616,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0062.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0062.txt,CR-01,helmet|person,2,180f74f14f6fad7a94831ceab362fb9d048d30c87fb646f64b8bb63120c16802,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0698.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0698.txt,CR-01+CR-02,helmet|person|vest,5,4cc7a3c38506c59f8292db7b191acb7200d6d3a1229513c36efc6c5ba6b67fde,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1170.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1170.txt,CR-01+CR-02,helmet|person|vest,3,6e0812be77f7b2a1a198cba7897e3d54bd65c866139d0a65aba193f1fd887b1d,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0517.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0517.txt,CR-01,helmet|person,7,cad8dae21261a637ea1570c3fb77ae1c1ca9a26453393b5f65d0ca95f96529d2,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0592.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0592.txt,CR-01+CR-02,helmet|person|vest,5,4f1ad23b04631d75d0f4a07ea733bd4765fc553befb7809c40d2898dcce5974f,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1251.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1251.txt,CR-01,helmet|person,12,fd76d2bec12eb47bc3d1ebb5e1b568b5b0f5d169c42808e3b665eacb9ad8a0cd,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0048.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0048.txt,CR-01+CR-02,helmet|person|vest,27,7ad47b6f588c2a773ed57c7dfbfe602772e7f5c14df4c17614ed2f6537cd4298,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0329.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0329.txt,CR-01,helmet|person,4,9775a258f1c781dadb7661ed8746531714a2e7df2499d93feb6b34a85ec42111,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0608.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0608.txt,CR-01,helmet|person,8,e44c27ada379b8c3b904fc2aae7985d912997f583498080d01eff476ef746dbf,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1053.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1053.txt,CR-01+CR-02,helmet|person|vest,5,1698039e3b4528e5d27c9e6f98c6718cb4bda2eb0828684d15249ec2ad86a9cf,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0079.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0079.txt,CR-01+CR-02,helmet|person|vest,9,0e34e12e463a5e7eae0c0d16fb0288483f5ba4f3246a64330d17e34868df5b2a,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0142.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0142.txt,CR-01+CR-02,helmet|person|vest,6,4b3f93ed91be81b336acc510a972857433464047c58b464f2639f6ab770359e6,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0321.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0321.txt,CR-01+CR-02,helmet|person|vest,3,3aefc9f3211b47f13afb9f325512a3cc95fb81c57a02cf0dfef8669b5d178b44,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0116.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0116.txt,CR-01+CR-02,helmet|person|vest,3,65c558d9fe14e572c7d6d1f2fca90c9b79414ecd7bea142cc16b01508a92553b,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0266.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0266.txt,CR-01,helmet|person,2,510d939f6b4bd789c3c51059a670f5b3fafe3fd6d1f11a176689036187aa3759,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1229.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1229.txt,CR-01+CR-02,helmet|person|vest,12,3fb18af8cdbc2940c078ca9192c5fc90294838136a9b5dfee21621bd9509f83f,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1225.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1225.txt,CR-01,helmet|person,4,de1003def33fb8d1cb939270867deaa3ff3659224d312ea30ea30d1e00c417f5,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0281.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0281.txt,CR-01+CR-02,helmet|person|vest,5,74e411dcadf98af0b1a8496a4ace42ddf9fef975a20100f54e9c04ad5ae53e9a,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0909.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0909.txt,CR-01,helmet|person,17,9d1c0ad4f38528bc42cb1ba2431d213f3952ce86be415d1e0d3dfc7e26fe3b18,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0969.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0969.txt,CR-01,helmet|person,3,dd1675c582b7928ae9cde925a1e48a9c410cf24d4c4ac2d8b61baa3bbe9af8a1,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0716.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0716.txt,CR-01,helmet|person,4,ef81881b293b8c4d7af998a9c3ec0dba5609b0cac4d709976f68d04fc2b9f778,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1327.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1327.txt,CR-01+CR-02,helmet|person|vest,31,a9ad8240dda4159e2e44f903c21bb688c44cfa38123078a007bbace6fc3f3efa,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1156.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1156.txt,CR-01+CR-02,helmet|person|vest,9,27176d5e996074722721faa4ed43bcae0fcece58d9bfebfc61d98154ca66c61f,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0857.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0857.txt,CR-01,helmet|person,14,02a3c380c6cb62a8ed3c162da555b99dd464950fe686d2831a455d51fd85e210,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0042.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0042.txt,CR-01+CR-02,helmet|person|vest,3,0b2d55e918395c0f8433bf9fde1e980401cedb0f7ec7ba936cb2ff016995b090,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0527.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0527.txt,CR-01,helmet|person,2,adb6e095a6a16d145d432f4e6ba857bfa5b6fde30f3a8b367b0acdfb3d1aa058,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0410.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0410.txt,CR-01,helmet|person,2,c7a527209606bef6aa75c148c424db051ab881c3338d9889e9991fbc3715b665,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0568.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0568.txt,CR-01,helmet|person,4,11cfa7b9ecfc0583cad1be7a2b754fc16f68e1f25505cc2007f20b0fb6c7d3ae,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1242.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1242.txt,CR-01+CR-02,helmet|person|vest,3,015e60e59efaf851e5765c57c1a1055ee9a8ce82242697bbb437d59d3c205a11,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0069.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0069.txt,CR-01,helmet|person,2,7bd6342406c493a33fe80ff1bab2d349396b0bed596dd25756e186f457042707,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0214.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0214.txt,CR-01+CR-02,helmet|person|vest,3,2fc1a31c44fb5ff372e0c0e587541fd5efe286bef650dd63221d75e8cf8c9847,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0846.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0846.txt,CR-01,helmet|person,6,725b65b098fc94e6a0f013ef3a1ae57c3fa1c3e73790c7ad9d88704dd9177e82,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0003.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0003.txt,CR-01+CR-02,helmet|person|vest,3,fb0829a589e75c9ccb9c7ae2c035b41c2a5f11e64b62b02c65573a3adc67cd77,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1236.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1236.txt,CR-01+CR-02,helmet|person|vest,9,51abc1b46a560cb99b31f43492e4d139b292a94e4d8db601c91111872b9ac791,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1059.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1059.txt,CR-01+CR-02,helmet|person|vest,9,c009b1fc7fc2567bbc1d6478591fe87a27c9cdf3933c122dcff0284559d7ae41,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0629.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0629.txt,CR-01,helmet|person,4,b03fa34e52274d1267020cdd87f19de7aec6e65027692b7f8b489606f02059b5,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1044.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1044.txt,CR-01+CR-02,helmet|person|vest,3,b7cc9ef9c25e7ab99905290bd8d42f0c9e79433c117ac6b1cfb8f3b792f41357,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0682.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0682.txt,CR-01+CR-02,helmet|person|vest,6,327eb37c4b80eb976fbbd455c57e64dccd2ffd733e212b47069e07876ad5285a,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0068.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0068.txt,CR-01+CR-02,helmet|person|vest,9,769c1b73c5a881e7cdc084c0f399bc36dd74a3587aa42e97f7fa5eee5010afeb,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0904.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0904.txt,CR-01+CR-02,helmet|person|vest,12,ac45bc572239841ec7b95ce27e71510bec421fbc52ae24ed34e425b4a9c5458e,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0037.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0037.txt,CR-01,helmet|person,7,3ba94401ea601616755d510e86dc45a545c5a36a1372dec4f3a7483a9d1e1d93,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1287.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1287.txt,CR-01+CR-02,helmet|person|vest,5,fb0ffebe6aea73ae54d315320c8710b49cd74a744ba5684d3283b503f13af1a9,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0176.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0176.txt,CR-01+CR-02,helmet|person|vest,9,05f99ad3ec4eaec6a214b41f864a9e43f3e3cad856fb980492e4b8a017b4ac15,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0443.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0443.txt,CR-01+CR-02,helmet|person|vest,15,1edd41cafa5506f51309d03cd271ecbc595e4c9db1f8c9715a7ace5570412525,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0540.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0540.txt,CR-01+CR-02,helmet|person|vest,14,0157f2a85a432cc32baa88b990a79c1fe9c51d8fe44dc4a5130299d86322b654,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0683.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0683.txt,CR-01+CR-02,helmet|person|vest,37,3e9a391f936d26df2d05ef3d7722317db39810c17e52c7e7524d7286c4e18049,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0509.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0509.txt,CR-01+CR-02,helmet|person|vest,5,2d4c7418a72ea3c356fdf774aeb41bae2024bb724b37f56dbc571f66aee7eea9,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0394.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0394.txt,CR-01+CR-02,helmet|person|vest,3,b4e911b09bb3321482bf9df68fcd59eee9ea3295301bfb8d03a1225f0f40d364,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0163.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0163.txt,CR-01,helmet|person,2,df84e285ae9fbfde89ea85ac1c57c1f1a26395b9c9e86746f3fea041db616e16,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0935.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0935.txt,CR-01+CR-02,helmet|person|vest,45,01636122490e4d2052a335f5732167985bb25f9b8418249705b7830cb141c99f,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0998.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0998.txt,CR-01,helmet|person,14,7c54c2485493dbd2c54eab3b50c263d83555ca00745994814a9c7014eb0bd17d,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0972.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0972.txt,CR-01+CR-02,helmet|person|vest,5,51013cb66d972df6deea5e73e9caf13d042b7001092aa2416f4a10f79bffdff2,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0580.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0580.txt,CR-01+CR-02,helmet|person|vest,30,70efa3c455f0c68e2a74c224cb91331365f6189e4d8fff283677ef7ac90da756,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0842.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0842.txt,CR-01+CR-02,helmet|person|vest,9,06b12557a32814cfb647c7485d6f06e99aa097a593d4bdc220dcd9958d5c9035,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0256.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0256.txt,CR-01,helmet|person,5,4cf2cfd881140ee1a7751dd873c22ae30642e1c33cca390f0ee5d7520ad5b467,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1318.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1318.txt,CR-01+CR-02,helmet|person|vest,3,ddef03bd085e59a59c5b04397c897a12b6395690fb4cfdb2c99b22aabc30d0cf,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0539.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0539.txt,CR-01,helmet|person,2,0efb46e03c283179c9e151bc44e31486a6b8d1199d2163ba44856434755048de,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0515.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0515.txt,CR-01+CR-02,helmet|person|vest,13,10f1f60fabb1920306071c652261e286ea8e8daf45557574b0b931f04c31a27b,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0700.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0700.txt,CR-01+CR-02,helmet|person|vest,3,5b5942d5c2f1133da181aba39f68adb65c145dd12965d0845fcf5ed3b6d7b4dd,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0119.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0119.txt,CR-01+CR-02,helmet|person|vest,8,19c01f66c233d41f1361b0a4d361ee4f988b503945830f8093b3240eebbbcaf2,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_1015.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1015.txt,CR-01+CR-02,helmet|person|vest,7,67776b5c27073f224b21fb2c56ecb9853d458adf5c215119067a5244769e8579,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0327.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0327.txt,CR-01+CR-02,helmet|person|vest,6,0f2c2abe4297c1976ae7d58d65b2aabeda84d8d5465b8fa6ec261d55684127df,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0984.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0984.txt,CR-01+CR-02,helmet|person|vest,14,058cb61640011ba9ffe449520fde46c7424b96a1fa66b19056f76a63060c2f5a,official_split_valid_normalized_to_val
chv,test,canonical_positive_context,datasets/raw/chv/CHV_dataset/images/ppe_0614.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0614.txt,CR-01+CR-02,helmet|person|vest,22,31691636b40df46a9b1c009ea9750db1da65ea94d3f6a2ebfe6190b90926bb3a,official_split_valid_normalized_to_val
