dataset_id,source_image,source_annotation,canonical_conditions,split,split_seed,hash_sha256,notes
chv,datasets/raw/chv/CHV_dataset/images/ppe_1227.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1227.txt,CR-01+CR-02,train,,70959b0069ebee51c96496fd4c9d302bc9c35e0ec1fbb4ae441496119ff7ab23,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1128.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1128.txt,CR-01,train,,49f167113c64a0445918024d32ae0aba77e94b90a6d5d03c22920dbc356c07b8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0431.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0431.txt,CR-01,train,,4e00339ed72ad26c0cc83865fb9c7ae3436bb45881d49b5710e0edf301f91764,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0566.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0566.txt,CR-01,train,,67686e42f3254cc86018102e7031ca18425622615f182c57a828ed6ad968530a,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0098.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0098.txt,CR-01+CR-02,train,,f93353f1f8583b742e9237e08a26741a2d0b62336a97abad684c1e478ef47655,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1014.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1014.txt,CR-01+CR-02,train,,434872c36cfe351758b230c90145ce7700db298ca1953ab3b731f10f58f4ca46,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0790.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0790.txt,CR-01,train,,a3ecd5f278b448d0abe3315f94352930004ab833728a2d62a82b462b14d10bbe,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0405.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0405.txt,CR-01+CR-02,train,,bc0690f93b701729db0cd40ed0fb74831657d8227b6003da4a836045318bbf59,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0167.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0167.txt,CR-01+CR-02,train,,b61cb6173093244b4a10679aa8594e1f0d5fcf618c02d22e9455fe18edfc5aeb,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1271.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1271.txt,CR-01,train,,a832fc0287beca35700424f411a9b475badcd94173aa86e4e07dc8fc1ec4da7c,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1258.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1258.txt,CR-02,train,,6cddeab2ab875c81ba0da2749a73ecb22d76fdf4185bcbe080875e668b0bae5e,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0994.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0994.txt,CR-01+CR-02,train,,37c2c5932d29f074a8f8f5950d5c28ab201478e9d7099389de0248ea06efd0c8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0408.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0408.txt,CR-01+CR-02,train,,38656c95853d5ff87c92c87f3a1f8f332cc63c8368c6cf401a4f4450ba1f28aa,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0362.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0362.txt,CR-01,train,,b2b183471f8f2040aa4997333b181129e1721b8c3831d51863a5baf88a6d6939,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0438.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0438.txt,CR-01+CR-02,train,,a78cf9a700d6d36635b6fe8b8f2dd2519ea403d3efa4beda883e497c3ca3787c,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0480.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0480.txt,CR-01+CR-02,train,,60c97df3f7ed7add7a4080832a29200907eb15f443e6990fdd50a0d50e34af45,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0295.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0295.txt,CR-01,train,,784aa4d666a9574d53ae615f965318d39d3b3c7a189997f6cc6823d08cd11d76,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1241.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1241.txt,CR-01,train,,10203fd5b4eb76024c6d6f336da03ebe28406d881382d0ae218100cc2040362c,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0811.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0811.txt,CR-01+CR-02,train,,627ba919effaf1ab4519db36e677e850ff9a119e9c7a5749d8285bb694e3dcac,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0885.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0885.txt,CR-01+CR-02,train,,60e88e8205b5ff080abfc4aa869b42afee8fd6bb122df3b5ef0f8ae949006fbd,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0603.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0603.txt,CR-01,train,,e9d64d83995cff6e93f10eea2d9013b7bffba877a34e700abe6cbc7b70d8f0b6,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0821.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0821.txt,CR-01,train,,62556df0abcbfaa426dd10371e88cc84a0d3a435294ebfaf45f8e9b2b8ca1531,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0478.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0478.txt,none,train,,a56a7c87063653ec5de82f9227e8e76fd5f267cc518663b46d29ea3c075e28e3,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0133.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0133.txt,none,train,,8beef58a393bbe4d6c17b68dda6fc760b06c9b5f8ba5df36b0aa0194741df137,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0182.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0182.txt,CR-01+CR-02,train,,34a91ad87a56bf965c29cd537db064ff563c987880d50e01e330fed27f0b2282,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0387.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0387.txt,CR-01+CR-02,train,,a7618d1b9df02867d32736087a5e25d5096fc815be6e05923f490b58da650f57,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0685.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0685.txt,CR-01+CR-02,train,,4a39087d1c672ab11b423ea823ed57f097c9a98a50f2b0f62bf1110c2ca5b4c9,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1020.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1020.txt,CR-01,train,,7e50142451002f4ddbbe955d55bbd044371de40768fe38d308b5778566274d73,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0829.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0829.txt,CR-01,train,,0bb6b09e27177dc1db76b568497f192e1f23818032f049298047c3509796dff4,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0200.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0200.txt,CR-01+CR-02,train,,fd5c8214357b65ea40f1e101e26ae1361050dc84f2245636b904e98c4b589082,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1150.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1150.txt,CR-01,train,,7cf09365485e9fdf6498033e95bac18ef1b47f5372471c3b5e67d3e15296d9b2,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0591.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0591.txt,CR-01,train,,69a49c06051655ce7fca350118f60c29b41f81e5132164092751917746bb2c75,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0987.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0987.txt,CR-01,train,,5ebb4dce13dc7c2eeb527752bc4e501108aa24f297b983e8229cf47a1dae078c,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0902.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0902.txt,CR-01+CR-02,train,,19da019a27b155224c0aae58245badc61ffbd11a37e6fe730e3b3cf21daaba2c,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0310.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0310.txt,CR-01+CR-02,train,,2cbcc73d66d145d769f25aaa825eb1bf9a861a98ec1d5e6d77b2edfc71c6c069,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0433.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0433.txt,CR-01+CR-02,train,,0b46f7edf996b4513285fd6d8f06338874a5a02dc00eb13411295a42e0f4fb16,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1312.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1312.txt,CR-01,train,,1ac58f63b82d5ed01a7deac8d255404836554702be32dc66ce5c73cef162e4e8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0302.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0302.txt,CR-01+CR-02,train,,28f78f8c70142dfa14b6801095384b53f42f9f1f6f1b06c014ce7a2bf5271398,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0201.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0201.txt,CR-01,train,,3aafb0ee85a937cbc9a10491479a628388be169a57e72a0a68108c469eff0fc6,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0561.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0561.txt,CR-01+CR-02,train,,f7f6de3c4d598a1940f9e2bbd6a6b417f64c3cee042e360a8a7c251dcff89f0b,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0771.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0771.txt,CR-01,train,,45b5e5564feeceac1ff438c9074d8e268aaa8793a3b654846faae80ed3bfe2f7,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0118.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0118.txt,CR-01+CR-02,train,,fe8728b8a154a834406c518a6e2f09d6ab300dcbdbfb2546f3698a7e68929c83,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0204.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0204.txt,CR-01,train,,83a51bd26790aa631cff8b63683070ca3ae64833ae245603b28ecfd3f3362885,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1076.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1076.txt,CR-01,train,,875663d7012dc2797258fcff319a489718d811c95d57dbf20537c378330c19e6,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0451.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0451.txt,CR-01,train,,95ba9fbe5259d128f13f1456143df47c69747451687e88c13341d6823fb908d3,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0353.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0353.txt,CR-01+CR-02,train,,1a9516eb7cccc1a034a2a3a8b86d4a80b0d983ef0e18e949a63410eeee28d9f0,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0160.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0160.txt,CR-01+CR-02,train,,1c9a42de7d979ba0568492a6e531b8353c5cce7b205b810737bb767b3c41824c,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0264.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0264.txt,CR-01+CR-02,train,,e2b8701afd338c1da9acd87c3ed22bf602b300e0b2d6e3c439ceffdc129ab5e6,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0756.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0756.txt,CR-01+CR-02,train,,3fa778343634e92e2c840769af57a665ae68f413346fe99556c48c0f7e9be78a,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0579.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0579.txt,CR-01,train,,06596ab51a9375238da42eda87a73a6202a0d31a7f24e71c8ddd706f669baaf8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0549.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0549.txt,CR-01,train,,5c073e8b61004709f13d88a3bde06cc567fe67605f86148b5eaf7913f93b22fe,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1102.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1102.txt,CR-01+CR-02,train,,6113a3e05e7196db7b8a507d65b4a0444573bb18ba583b5eca8830e7c61fc30b,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1322.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1322.txt,none,train,,0b3529dbb378c690bc0b6cc3a92fb705aeb9f040f900e4d57f3e67c0ccd16d5a,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0780.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0780.txt,CR-01,train,,0e213e4b2b13578e3ea589a12fd3b8791906db440a9a936fd55a0f46bee405a0,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1088.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1088.txt,CR-01,train,,4ffa47c7843a6aabc855bee7fa4335aabaac2dff65bee9ea53dbbaef3568987c,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0058.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0058.txt,CR-01,train,,b859e18afb6eef251465e3ee4364d892c0c12a131699d5f1d23450611c41e443,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0126.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0126.txt,CR-01,train,,fe26c77da09476ec947a269b2d208e00988987b03d663f1b62c715969fd2b6d8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0908.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0908.txt,CR-01+CR-02,train,,74cb47ea49dd0479b7d23ae57f9b836e263f253d3be050c7c64443b9325ec3ef,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0990.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0990.txt,CR-01,train,,b5ad194b653bd7d685c84c1c258ccb68df40464678d1ae4cfad2d8bb3f3b4d71,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0498.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0498.txt,CR-01+CR-02,train,,e622b091d71936fdd68bd0b08dad56bc39a264a9222719d338510534949c0dfe,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0767.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0767.txt,CR-01+CR-02,train,,b51162a769c4bdba0a234ebfe4f1f2ffce00bd7a5a685e1b556e58e73eafd3dc,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0097.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0097.txt,CR-01+CR-02,train,,4d552127d7204e18d10a46bd1be0231330fd3b01e3b8435b1bcb137dec9e29b9,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1268.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1268.txt,CR-01+CR-02,train,,918d1615d9d015a08ec45a1697bce666b48cccbd2374efbe382ca46b777091ed,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0835.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0835.txt,CR-01,train,,d73e1b17095aef19f3f1de2eb900250d9044aacbbf88ad2be0fbd4607ce8f110,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0696.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0696.txt,CR-01,train,,ec4a004dc0f6adcff485d3884aee05fca6cbc3b871d74a05719809ed9f2c06e8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0831.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0831.txt,CR-01+CR-02,train,,9265b2d2d3f1b31ae39bbace86b744b48570b9c8706dcc1e65ac4f5fda52b253,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0217.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0217.txt,CR-01,train,,8c4a987bd9a7e6e32d1916ab6b21a4e96676e561a59ec62bdd05d6e830364d7f,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0620.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0620.txt,CR-01,train,,accab5009177946282d4d5ebb2272d3796981820768f26a18c282d32d974a4e7,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0918.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0918.txt,CR-01+CR-02,train,,32d05c2ef0be518f2cfaa859fb31d58c2db2b7ee37634e5275777e8dfff2d609,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0194.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0194.txt,CR-01+CR-02,train,,1331afc2a2f6c41afaeb6192ed65f2eabd7277c93a97ced7d93dcd30cb432485,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0219.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0219.txt,CR-01+CR-02,train,,610cfd9ae38cff6eb173414395b514c2ef0c1ef37ecc50609bc6125f034ed9ff,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0223.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0223.txt,CR-01+CR-02,train,,bd7c23856a390f6a71ae324c1e17fe49d1b99cb748fa72057e0e4f0d6766d0b0,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0525.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0525.txt,CR-01+CR-02,train,,abce2d497c6759f67bed8e5768fe7cd6001619363c87fbd884c7f264d5566f22,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0677.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0677.txt,CR-01+CR-02,train,,275b2101268929b27dd5e8950c9f7469900ba444be3472fe83fa35da701139e3,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0953.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0953.txt,CR-01+CR-02,train,,aac0e1856e85726ef59be814478d5335d80eee9a9b4d92f01e81277beedb8de6,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0957.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0957.txt,CR-01+CR-02,train,,8ec51549851c97c8bdd6ce5df8ef4d722838b5b5e162cbf9426c1b08b9ead5bb,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0297.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0297.txt,CR-01,train,,720503fe15fa03a9a8a54ed451b495bc17fbd3005b80aeacd93940c14bebeb37,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1013.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1013.txt,CR-01,train,,64765acc437eec7eb1ad230d2b2592dccf550392a5667f6a6f54414ad6ab18a3,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1228.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1228.txt,CR-01+CR-02,train,,0baee3fef2b64862ceed83104be501dd13b80e4e27facb14bee002fd76ed3779,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0595.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0595.txt,CR-01,train,,be8719591c1aca30c11ed280faaf002e96bac6a0c5806de05ce0fc5964dc452e,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0378.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0378.txt,CR-01+CR-02,train,,414ecc6a857d0108c8feb4a7546525636c33727223178723d96b3aade03a7bf5,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1004.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1004.txt,CR-01+CR-02,train,,d98526f957be790e3e4d191d01d3b1842875161ac390476e9832649cd5cae0f6,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0789.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0789.txt,CR-01,train,,c0a785898e6d7814778d587a7f80101eddaf1ead56af285a2ff7402cc86a320f,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0642.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0642.txt,CR-01+CR-02,train,,bb22761001bd16cbcbaa0bf657dd2dfe386348ec3982fff9ad26de80737b85f4,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1279.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1279.txt,CR-01,train,,326b3e3319c6a05339e715676a55ab32fdb61408ba34524a47f9652edf3f8ea8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0184.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0184.txt,CR-01,train,,4fa2f5d2a7b9b74f4771d9e8a16f1a20e7ccf7ffad518a975bbe697d5f62100d,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1186.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1186.txt,CR-01+CR-02,train,,9968bc2efd2afba78513a97cd5586472c07ec6d6fdc714551f355c3bc80688c3,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1157.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1157.txt,CR-01+CR-02,train,,9dbc155d93bc727090eafd8107b20f284aedf0271cd487a1880b6f0402a908e6,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_1198.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_1198.txt,CR-01+CR-02,train,,54a539aa7635c81aee7273381acc22729d73eed36f6d2cd196929dba0d203bf8,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0105.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0105.txt,CR-01,train,,da39aaabb6a869b2f020dd73ae0fd61b7d93e9cede9a8e8028957ce6e271a807,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0368.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0368.txt,CR-01+CR-02,train,,139ff9af80ac437e9f296a1021cb67f41f7bdf4e528852b95863cd4d21d1c5da,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0959.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0959.txt,CR-01,train,,9f1bf464ebeade6886ffe9f900be30eb7565750d17a1d24de9503179054e2f47,official_split_valid_normalized_to_val
chv,datasets/raw/chv/CHV_dataset/images/ppe_0914.jpg,datasets/raw/chv/CHV_dataset/annotations/ppe_0914.txt,CR-01+CR-02,train,,93f06f5e52816275264b0cef6aae9c3abc90be6ad9d6d6bcc3e858e14db4fcb7,official_split_valid_normalized_to_val
